№ п/п,Дата,Время начала,Время окон- чания,Тип занятий,Участвуют группы,Участвуют подгруппы,Дисциплина,Число сту- дентов,Поме- щение,Преподаватель
63,14.01.2022пятница,10.4,12.1,лекция,,ЗУО-2911-2,Оценка воздействия условий труда на здоровье сотрудников,13,106 (III),доц. Голышева Галина Васильевна
64,14.01.2022пятница,12.2,13.5,прак. занятие,,ЗУО-2911-1,Специальная оценка условий труда,14,105 (III),доц. Киселева Екатерина Александровна
65,14.01.2022пятница,12.2,13.5,прак. занятие,,ЗУО-2911-2,Оценка воздействия условий труда на здоровье сотрудников,13,106 (III),доц. Голышева Галина Васильевна
66,14.01.2022пятница,14.3,15.15,консультация,ЗУО-2911,,Теория принятия решений и математическое моделирование в охране труда,27,124 (III),доц. Климова Диана Викторовна
67,14.01.2022пятница,15.2,16.05,консультация,ЗУО-2911,,"Страхование рисков, социальное страхование и человеческий фактор",27,124 (III),доц. Кузнецова Екатерина Анатольевна
68,17.01.2022понедельник,9.0,10.3,диф. зачет,ЗУО-2911,,Экономика и менеджмент безопасности,27,104 (III),доц. Кузнецова Екатерина Анатольевна
69,17.01.2022понедельник,10.4,12.1,диф. зачет,ЗУО-2911,,Экономика и менеджмент безопасности,27,104 (III),доц. Кузнецова Екатерина Анатольевна
70,17.01.2022понедельник,12.2,13.5,лабор. работа,,ЗУО-2911-1,Информационные технологии мониторинга и прогнозирования производственной безопасности,14,124 (III),доц. Климова Диана Викторовна
71,17.01.2022понедельник,14.3,16.0,лабор. работа,,ЗУО-2911-1,Информационные технологии мониторинга и прогнозирования производственной безопасности,14,124 (III),доц. Климова Диана Викторовна
72,18.01.2022вторник,9.0,10.3,прак. занятие,,ЗУО-2911-1,Специальная оценка условий труда,14,124 (III),доц. Киселева Екатерина Александровна
73,18.01.2022вторник,10.4,12.1,прак. занятие,,ЗУО-2911-1,Специальная оценка условий труда,14,124 (III),доц. Киселева Екатерина Александровна
74,18.01.2022вторник,12.2,13.5,экзамен,ЗУО-2911,,Теория принятия решений и математическое моделирование в охране труда,27,124 (III),доц. Климова Диана Викторовна
